"id";"cpu_percent";"ram_percent";"disk_percent";"download";"upload";"temp_celsius";"swap_percent";"tasks";"clock";"dataHora"
719;"3.6";"43.7";"48.5";"0.4";"0.0";"36.6";"53.9";"200.0";"3909.0";"2020-10-16 15:45:44"
720;"2.7";"43.6";"48.5";"0.6";"0.0";"36.2";"53.9";"200.0";"3909.0";"2020-10-16 15:45:49"
721;"3.0";"43.5";"48.5";"0.8";"0.0";"37.0";"53.8";"198.0";"3914.0";"2020-10-16 15:45:55"
722;"14.6";"43.6";"48.5";"1.0";"0.0";"43.6";"53.9";"201.6";"3924.0";"2020-10-16 15:46:00"
723;"3.0";"43.7";"48.5";"0.8";"0.0";"36.4";"54.0";"204.0";"3924.0";"2020-10-16 15:46:05"
724;"3.9";"43.7";"48.5";"0.4";"0.2";"36.6";"53.9";"204.0";"3909.0";"2020-10-16 15:46:10"
725;"3.7";"43.7";"48.5";"5.4";"2.8";"36.4";"54.0";"204.0";"3924.0";"2020-10-16 15:46:15"
726;"4.5";"43.7";"48.5";"1.0";"0.2";"36.2";"54.0";"201.8";"3914.0";"2020-10-16 15:46:20"
727;"3.2";"43.7";"48.5";"0.8";"0.2";"36.4";"53.9";"199.4";"3919.0";"2020-10-16 15:46:25"
728;"2.3";"43.7";"48.5";"0.2";"0.2";"36.4";"53.9";"198.0";"3909.0";"2020-10-16 15:46:30"
729;"3.3";"43.6";"48.5";"0.6";"0.0";"36.2";"53.9";"198.0";"3904.0";"2020-10-16 15:46:36"
730;"3.9";"43.6";"48.5";"0.6";"0.0";"36.0";"53.9";"198.0";"3909.0";"2020-10-16 15:46:41"
731;"3.6";"43.6";"48.5";"0.4";"1.2";"36.2";"53.9";"198.0";"3914.0";"2020-10-16 15:46:46"
732;"3.1";"43.6";"48.5";"0.6";"1.0";"35.4";"53.8";"198.0";"3909.0";"2020-10-16 15:46:51"
733;"2.1";"43.5";"48.5";"0.2";"0.0";"35.4";"53.8";"196.8";"3909.0";"2020-10-16 15:46:56"
734;"14.5";"43.6";"48.5";"0.4";"0.2";"44.6";"53.9";"200.6";"3909.0";"2020-10-16 15:47:01"
735;"3.7";"43.6";"48.5";"0.8";"0.0";"35.4";"53.9";"201.0";"3914.0";"2020-10-16 15:47:06"
736;"2.7";"43.6";"48.5";"0.0";"0.0";"35.8";"53.9";"201.0";"3914.0";"2020-10-16 15:47:11"
737;"3.3";"43.6";"48.5";"0.2";"0.0";"35.8";"53.9";"201.0";"3919.0";"2020-10-16 15:47:16"
738;"12.3";"43.7";"48.5";"1.2";"0.6";"37.4";"53.7";"200.6";"3919.0";"2020-10-16 15:47:22"
739;"10.2";"43.9";"48.5";"0.4";"0.0";"37.6";"53.1";"197.8";"3909.0";"2020-10-16 15:47:27"
740;"3.7";"43.7";"48.5";"0.6";"0.0";"36.0";"52.9";"197.0";"3914.0";"2020-10-16 15:47:32"
741;"2.8";"43.7";"48.5";"0.4";"0.0";"35.6";"52.9";"197.0";"3909.0";"2020-10-16 15:47:37"
742;"3.6";"43.7";"48.5";"0.4";"0.2";"35.2";"52.9";"197.0";"3914.0";"2020-10-16 15:47:42"
743;"37.1";"45.3";"48.5";"26.6";"27.2";"40.4";"54.6";"206.6";"3909.0";"2020-10-16 15:47:47"
744;"31.5";"46.7";"48.5";"67.2";"12.6";"45.0";"56.3";"210.6";"3753.8";"2020-10-16 15:47:52"
745;"28.1";"46.9";"48.5";"3.6";"1.4";"43.2";"56.5";"210.6";"3753.8";"2020-10-16 15:47:57"
746;"19.8";"47.0";"48.5";"0.6";"1.2";"42.0";"56.5";"213.6";"3909.0";"2020-10-16 15:48:03"
747;"10.3";"46.6";"48.5";"0.4";"0.0";"38.6";"56.1";"211.4";"3924.0";"2020-10-16 15:48:08"
748;"7.5";"46.5";"48.5";"0.6";"0.0";"39.4";"55.9";"210.2";"3914.0";"2020-10-16 15:48:13"
749;"14.9";"46.6";"48.5";"3.4";"1.8";"42.4";"56.0";"210.0";"3904.0";"2020-10-16 15:48:18"
750;"36.6";"47.3";"48.5";"211.0";"24.6";"45.2";"56.8";"212.4";"3909.0";"2020-10-16 15:48:23"
751;"24.2";"47.7";"48.5";"47.6";"3.2";"46.6";"57.2";"210.4";"3904.0";"2020-10-16 15:48:28"
752;"15.7";"47.7";"48.5";"1.4";"5.8";"41.4";"57.2";"210.0";"3944.0";"2020-10-16 15:48:33"
753;"24.8";"47.5";"48.5";"19.4";"3.0";"41.8";"56.9";"209.0";"3904.0";"2020-10-16 15:48:38"
754;"29.1";"47.5";"48.5";"23.2";"10.6";"48.0";"56.9";"209.0";"3909.0";"2020-10-16 15:48:44"
755;"26.6";"47.6";"48.5";"249.8";"13.4";"44.2";"57.1";"209.0";"3904.0";"2020-10-16 15:48:49"
756;"7.8";"47.7";"48.5";"4.0";"1.4";"40.4";"57.0";"208.2";"3904.0";"2020-10-16 15:48:54"
757;"18.2";"47.5";"48.5";"0.4";"0.0";"44.6";"56.9";"209.6";"3909.0";"2020-10-16 15:48:59"
758;"24.1";"47.5";"48.5";"1.6";"1.0";"44.0";"56.9";"211.6";"3909.0";"2020-10-16 15:49:04"
759;"28.5";"47.6";"48.5";"29.2";"4.6";"45.8";"56.9";"211.0";"3909.0";"2020-10-16 15:49:09"
760;"5.0";"47.5";"48.5";"2.4";"1.8";"39.6";"56.9";"211.2";"3909.0";"2020-10-16 15:49:14"
761;"3.2";"47.6";"48.5";"1.0";"0.0";"38.8";"57.0";"212.0";"3904.0";"2020-10-16 15:49:19"
762;"24.5";"47.6";"48.5";"33.8";"2.0";"43.6";"57.0";"210.8";"3904.0";"2020-10-16 15:49:25"
763;"27.8";"47.6";"48.5";"28.0";"5.6";"43.8";"57.0";"209.0";"3909.0";"2020-10-16 15:49:30"
764;"11.0";"47.6";"48.5";"0.6";"2.4";"41.6";"56.8";"208.0";"3904.0";"2020-10-16 15:49:35"
765;"25.4";"47.6";"48.5";"44.6";"4.4";"41.8";"57.0";"208.0";"3909.0";"2020-10-16 15:49:40"
766;"10.1";"47.4";"48.5";"0.2";"0.0";"40.6";"56.7";"208.0";"3909.0";"2020-10-16 15:49:45"
767;"5.0";"47.0";"48.5";"5.4";"3.4";"41.6";"56.3";"207.6";"3909.0";"2020-10-16 15:49:50"
768;"4.3";"47.0";"48.5";"3.0";"0.4";"38.8";"56.2";"206.4";"3924.0";"2020-10-16 15:49:55"
769;"19.1";"47.1";"48.5";"0.8";"0.0";"43.2";"56.3";"210.4";"3914.0";"2020-10-16 15:50:00"
770;"13.4";"45.2";"48.5";"1.4";"0.6";"39.4";"54.5";"203.8";"3904.0";"2020-10-16 15:50:06"
771;"3.4";"43.9";"48.5";"0.6";"0.2";"39.6";"53.1";"199.0";"3909.0";"2020-10-16 15:50:11"
772;"3.3";"44.0";"48.5";"1.8";"0.4";"37.4";"53.2";"199.0";"3909.0";"2020-10-16 15:50:16"
773;"2.8";"43.9";"48.5";"1.4";"0.2";"38.0";"53.1";"199.0";"3919.0";"2020-10-16 15:50:21"
774;"4.1";"43.9";"48.5";"1.0";"0.4";"38.2";"53.0";"197.4";"3904.0";"2020-10-16 15:50:26"
775;"2.4";"43.8";"48.5";"0.8";"0.2";"36.8";"53.0";"196.0";"3904.0";"2020-10-16 15:50:31"
776;"4.1";"43.8";"48.5";"1.2";"0.2";"37.0";"53.0";"196.0";"3929.0";"2020-10-16 15:50:36"
777;"2.7";"43.8";"48.5";"1.0";"0.2";"37.6";"53.0";"196.0";"3904.0";"2020-10-16 15:50:41"
778;"2.3";"43.8";"48.5";"0.8";"0.2";"37.0";"53.0";"196.0";"3909.0";"2020-10-16 15:50:46"
779;"2.8";"43.9";"48.5";"0.6";"0.0";"37.2";"53.0";"196.0";"3904.0";"2020-10-16 15:50:52"
780;"6.8";"43.7";"48.5";"0.6";"0.2";"39.2";"52.9";"194.8";"3904.0";"2020-10-16 15:50:57"
781;"11.4";"43.8";"48.5";"0.8";"0.2";"43.0";"53.0";"198.8";"3919.0";"2020-10-16 15:51:02"
782;"3.8";"43.8";"48.5";"0.6";"0.0";"37.0";"53.1";"199.0";"3909.0";"2020-10-16 15:51:07"
783;"3.3";"43.8";"48.5";"1.0";"0.2";"37.4";"53.0";"199.0";"3909.0";"2020-10-16 15:51:12"
784;"2.9";"43.8";"48.5";"0.6";"0.2";"36.6";"53.1";"199.0";"3909.0";"2020-10-16 15:51:17"
785;"3.6";"43.8";"48.5";"0.6";"0.2";"37.0";"53.0";"198.6";"3909.0";"2020-10-16 15:51:22"
786;"2.9";"43.8";"48.5";"0.4";"0.0";"37.4";"53.0";"196.6";"3904.0";"2020-10-16 15:51:27"
787;"3.9";"43.8";"48.5";"1.0";"0.2";"36.6";"53.0";"196.0";"3939.0";"2020-10-16 15:51:33"
788;"3.0";"43.8";"48.5";"0.6";"0.2";"36.4";"53.0";"196.0";"3929.0";"2020-10-16 15:51:38"
789;"2.1";"43.8";"48.5";"0.6";"0.0";"36.2";"53.0";"196.0";"3914.0";"2020-10-16 15:51:43"
790;"2.4";"43.8";"48.5";"0.8";"0.0";"35.8";"53.0";"196.0";"3914.0";"2020-10-16 15:51:48"
791;"2.4";"43.8";"48.5";"0.8";"0.2";"37.0";"53.0";"195.6";"3909.0";"2020-10-16 15:51:53"
792;"12.7";"43.8";"48.5";"0.6";"0.2";"39.0";"53.0";"196.0";"3904.0";"2020-10-16 15:51:58"
793;"5.1";"43.8";"48.5";"0.8";"0.4";"39.4";"53.0";"199.0";"3909.0";"2020-10-16 15:52:03"
794;"3.1";"43.8";"48.5";"0.6";"0.0";"36.2";"53.0";"199.0";"3909.0";"2020-10-16 15:52:08"
795;"4.1";"43.8";"48.5";"1.0";"0.4";"36.6";"53.0";"199.0";"3909.0";"2020-10-16 15:52:13"
796;"2.4";"43.8";"48.5";"0.8";"0.0";"36.2";"53.0";"199.0";"3904.0";"2020-10-16 15:52:19"
797;"4.0";"43.8";"48.5";"1.0";"0.2";"35.4";"53.0";"198.2";"3924.0";"2020-10-16 15:52:24"
798;"3.2";"43.8";"48.5";"1.0";"0.0";"35.4";"53.0";"196.4";"3904.0";"2020-10-16 15:52:29"
799;"3.1";"43.8";"48.5";"1.2";"0.2";"35.8";"53.0";"196.0";"3904.0";"2020-10-16 15:52:34"
800;"3.3";"43.8";"48.5";"0.6";"0.0";"35.6";"53.0";"196.0";"3909.0";"2020-10-16 15:52:39"
801;"2.3";"43.8";"48.5";"1.2";"0.2";"35.4";"53.0";"195.8";"3924.0";"2020-10-16 15:52:44"
802;"3.6";"43.7";"48.5";"1.0";"0.2";"35.8";"52.9";"195.0";"3904.0";"2020-10-16 15:52:49"
803;"3.2";"43.6";"48.5";"1.2";"0.4";"35.6";"52.9";"193.8";"3919.0";"2020-10-16 15:52:54"
804;"14.6";"43.7";"48.5";"1.4";"0.2";"42.8";"53.0";"196.6";"3909.0";"2020-10-16 15:52:59"
805;"3.1";"43.8";"48.5";"1.6";"0.2";"36.2";"53.0";"198.0";"3919.0";"2020-10-16 15:53:05"
806;"4.0";"43.8";"48.5";"0.6";"0.0";"36.2";"53.0";"198.0";"3929.0";"2020-10-16 15:53:10"
807;"3.1";"43.8";"48.5";"0.6";"0.2";"36.0";"53.0";"198.0";"3919.0";"2020-10-16 15:53:15"
808;"3.0";"43.8";"48.5";"1.2";"0.0";"38.0";"53.0";"198.0";"3914.0";"2020-10-16 15:53:20"
809;"4.4";"43.7";"48.5";"1.0";"0.2";"36.8";"53.0";"196.4";"3919.0";"2020-10-16 15:53:25"
810;"3.2";"43.7";"48.5";"1.2";"0.4";"38.0";"52.9";"195.2";"3914.0";"2020-10-16 15:53:30"
811;"2.9";"43.7";"48.5";"0.8";"0.4";"37.0";"52.9";"195.0";"3909.0";"2020-10-16 15:53:35"
812;"2.7";"43.6";"48.5";"0.8";"0.0";"36.2";"52.9";"195.0";"3904.0";"2020-10-16 15:53:40"
813;"3.8";"43.6";"48.5";"1.2";"0.2";"35.2";"52.9";"195.0";"3909.0";"2020-10-16 15:53:45"
814;"2.8";"43.6";"48.5";"0.8";"0.0";"35.8";"52.9";"195.0";"3914.0";"2020-10-16 15:53:51"
815;"2.9";"43.6";"48.5";"1.0";"0.4";"35.4";"52.8";"193.4";"3909.0";"2020-10-16 15:53:56"
816;"15.6";"43.7";"48.5";"1.2";"0.6";"43.4";"53.0";"197.6";"3929.0";"2020-10-16 15:54:01"
817;"12.5";"43.9";"48.5";"1.4";"0.0";"39.6";"53.1";"200.4";"3924.0";"2020-10-16 15:54:06"
818;"3.4";"44.0";"48.5";"1.4";"0.6";"36.2";"53.1";"202.0";"3904.0";"2020-10-16 15:54:11"
819;"3.4";"43.9";"48.5";"2.4";"1.2";"36.0";"53.1";"201.0";"3904.0";"2020-10-16 15:54:16"
820;"4.3";"43.9";"48.5";"1.0";"1.2";"36.6";"53.0";"199.8";"3909.0";"2020-10-16 15:54:21"
821;"4.0";"43.8";"48.5";"1.0";"0.2";"36.0";"53.0";"196.8";"3904.0";"2020-10-16 15:54:26"
822;"3.2";"43.8";"48.5";"0.6";"0.0";"35.6";"52.9";"196.0";"3904.0";"2020-10-16 15:54:32"
823;"3.2";"43.8";"48.5";"0.6";"0.0";"35.6";"52.9";"196.0";"3909.0";"2020-10-16 15:54:37"
824;"2.8";"43.8";"48.5";"1.0";"0.0";"35.4";"52.9";"196.0";"3904.0";"2020-10-16 15:54:42"
825;"3.4";"43.8";"48.5";"1.2";"0.2";"35.4";"52.9";"196.0";"3904.0";"2020-10-16 15:54:47"
826;"4.3";"43.8";"48.5";"0.4";"0.0";"35.6";"52.9";"195.6";"3914.0";"2020-10-16 15:54:52"
827;"9.4";"43.6";"48.5";"0.6";"0.2";"38.8";"52.9";"195.4";"3904.0";"2020-10-16 15:54:57"
828;"9.0";"43.8";"48.5";"0.8";"0.2";"40.6";"53.0";"198.8";"3909.0";"2020-10-16 15:55:02"
829;"2.4";"43.8";"48.5";"0.8";"0.2";"35.6";"53.0";"199.0";"3904.0";"2020-10-16 15:55:07"
830;"4.4";"43.8";"48.5";"1.0";"0.4";"36.0";"53.0";"199.0";"3919.0";"2020-10-16 15:55:12"
831;"4.4";"43.7";"48.5";"0.8";"0.2";"35.8";"53.0";"199.0";"3904.0";"2020-10-16 15:55:18"
832;"3.0";"43.8";"48.5";"0.8";"0.4";"36.2";"53.0";"198.6";"3914.0";"2020-10-16 15:55:23"
833;"3.4";"43.7";"48.5";"0.8";"0.2";"35.6";"52.9";"196.6";"3919.0";"2020-10-16 15:55:28"
834;"2.1";"43.7";"48.5";"0.4";"0.2";"35.4";"52.9";"196.0";"3914.0";"2020-10-16 15:55:33"
835;"3.9";"43.7";"48.5";"0.6";"0.0";"35.2";"52.9";"196.0";"3924.0";"2020-10-16 15:55:38"
836;"3.1";"43.8";"48.5";"1.0";"0.2";"35.6";"53.0";"196.0";"3904.0";"2020-10-16 15:55:43"
837;"3.1";"43.7";"48.5";"0.6";"0.4";"35.6";"52.9";"196.0";"3904.0";"2020-10-16 15:55:48"
838;"4.6";"43.7";"48.5";"1.0";"0.2";"35.8";"52.9";"195.2";"3924.0";"2020-10-16 15:55:53"
839;"14.1";"43.7";"48.5";"0.8";"0.4";"42.2";"52.9";"196.6";"3914.0";"2020-10-16 15:55:58"
840;"2.6";"43.7";"48.5";"1.2";"0.2";"36.8";"53.0";"199.0";"3904.0";"2020-10-16 15:56:04"
841;"3.0";"43.7";"48.5";"1.0";"0.2";"35.4";"52.9";"197.4";"3919.0";"2020-10-16 15:56:09"
842;"3.6";"43.7";"48.5";"1.2";"0.2";"35.4";"52.9";"197.0";"3909.0";"2020-10-16 15:56:14"
843;"2.3";"43.7";"48.5";"0.6";"0.0";"35.0";"52.9";"197.0";"3904.0";"2020-10-16 15:56:19"
844;"3.7";"43.7";"48.5";"1.2";"0.4";"36.2";"52.9";"195.8";"3914.0";"2020-10-16 15:56:24"
845;"2.2";"43.7";"48.5";"1.2";"0.2";"35.4";"52.9";"194.4";"3904.0";"2020-10-16 15:56:29"
846;"3.5";"43.7";"48.5";"0.8";"0.2";"36.6";"52.9";"194.0";"3914.0";"2020-10-16 15:56:34"
847;"3.0";"43.7";"48.5";"0.8";"0.0";"35.0";"52.9";"194.0";"3904.0";"2020-10-16 15:56:39"
848;"2.4";"43.7";"48.5";"0.6";"0.2";"35.4";"52.9";"194.0";"3914.0";"2020-10-16 15:56:44"
849;"3.2";"43.7";"48.5";"1.2";"0.2";"35.0";"52.9";"194.0";"3914.0";"2020-10-16 15:56:50"
850;"3.9";"43.6";"48.5";"1.0";"1.2";"35.0";"52.8";"192.8";"3914.0";"2020-10-16 15:56:55"
851;"14.3";"43.7";"48.5";"0.6";"1.0";"40.8";"52.9";"195.6";"3914.0";"2020-10-16 15:57:00"
852;"3.5";"43.7";"48.5";"0.4";"0.4";"35.2";"52.9";"196.2";"3904.0";"2020-10-16 15:57:05"
853;"3.9";"43.7";"48.5";"0.6";"0.2";"35.0";"52.9";"196.0";"3909.0";"2020-10-16 15:57:10"
854;"4.0";"43.7";"48.5";"0.8";"0.2";"34.8";"52.9";"196.0";"3909.0";"2020-10-16 15:57:15"
855;"2.0";"43.7";"48.5";"1.2";"0.4";"35.0";"52.9";"196.0";"3904.0";"2020-10-16 15:57:20"
856;"2.9";"43.7";"48.5";"3.0";"2.0";"35.8";"52.9";"194.4";"3909.0";"2020-10-16 15:57:25"
857;"2.1";"43.7";"48.5";"0.8";"0.0";"35.2";"52.9";"193.0";"3904.0";"2020-10-16 15:57:31"
858;"3.7";"43.7";"48.5";"0.8";"0.2";"36.0";"52.9";"193.0";"3919.0";"2020-10-16 15:57:36"
859;"3.0";"43.7";"48.5";"1.0";"0.4";"38.8";"52.9";"193.0";"3939.0";"2020-10-16 15:57:41"
860;"2.1";"43.7";"48.5";"0.6";"0.0";"35.6";"52.9";"193.0";"3904.0";"2020-10-16 15:57:46"
861;"3.4";"43.7";"48.5";"0.6";"0.0";"35.2";"52.9";"193.0";"3904.0";"2020-10-16 15:57:51"
862;"2.5";"43.6";"48.5";"1.0";"0.2";"35.2";"52.8";"191.4";"3904.0";"2020-10-16 15:57:56"
863;"13.9";"43.7";"48.5";"1.0";"0.4";"38.6";"52.9";"195.6";"3919.0";"2020-10-16 15:58:01"
864;"4.0";"43.8";"48.5";"1.2";"0.4";"36.2";"53.1";"196.0";"3909.0";"2020-10-16 15:58:06"
865;"3.3";"43.7";"48.5";"1.0";"0.0";"35.4";"53.0";"196.0";"3909.0";"2020-10-16 15:58:11"
866;"3.2";"43.7";"48.5";"1.0";"0.4";"36.2";"53.0";"196.0";"3904.0";"2020-10-16 15:58:17"
867;"3.0";"43.8";"48.5";"0.8";"0.0";"35.4";"53.0";"196.0";"3924.0";"2020-10-16 15:58:22"
868;"3.5";"43.7";"48.5";"1.0";"0.2";"37.0";"52.9";"193.8";"3939.0";"2020-10-16 15:58:27"
869;"3.7";"43.7";"48.5";"0.8";"0.2";"35.2";"52.9";"193.0";"3904.0";"2020-10-16 15:58:32"
870;"4.0";"43.7";"48.5";"1.0";"0.2";"35.2";"52.9";"193.0";"3909.0";"2020-10-16 15:58:37"
871;"2.0";"43.7";"48.5";"0.6";"0.2";"35.4";"52.9";"193.0";"3919.0";"2020-10-16 15:58:42"
872;"2.2";"43.7";"48.5";"1.0";"0.2";"35.6";"52.9";"193.0";"3924.0";"2020-10-16 15:58:47"
873;"2.2";"43.7";"48.5";"1.2";"0.0";"34.8";"52.9";"192.6";"3909.0";"2020-10-16 15:58:52"
874;"9.0";"43.6";"48.5";"0.6";"0.2";"38.4";"52.8";"192.6";"3924.0";"2020-10-16 15:58:57"
875;"8.5";"43.7";"48.5";"1.2";"0.4";"42.0";"53.0";"195.8";"3914.0";"2020-10-16 15:59:03"
876;"4.1";"43.7";"48.5";"0.8";"0.2";"35.6";"53.0";"196.0";"3914.0";"2020-10-16 15:59:08"
877;"3.6";"43.7";"48.5";"0.8";"0.4";"35.6";"53.0";"196.0";"3909.0";"2020-10-16 15:59:13"
878;"2.4";"43.7";"48.5";"1.4";"1.4";"35.4";"53.0";"196.0";"3904.0";"2020-10-16 15:59:18"
879;"2.9";"43.7";"48.5";"1.0";"0.2";"35.2";"53.0";"195.6";"3909.0";"2020-10-16 15:59:23"
880;"2.3";"43.7";"48.5";"1.0";"0.2";"35.0";"52.9";"193.6";"3904.0";"2020-10-16 15:59:28"
881;"3.8";"43.7";"48.5";"0.8";"0.2";"34.8";"52.9";"193.0";"3924.0";"2020-10-16 15:59:33"
882;"4.1";"43.7";"48.5";"0.2";"0.0";"35.8";"52.9";"193.0";"3904.0";"2020-10-16 15:59:38"
883;"2.7";"43.7";"48.5";"0.6";"0.2";"35.0";"52.9";"193.0";"3924.0";"2020-10-16 15:59:43"
884;"3.0";"43.7";"48.5";"1.2";"0.4";"37.0";"52.9";"193.0";"3904.0";"2020-10-16 15:59:49"
885;"9.0";"43.6";"48.5";"1.0";"0.2";"36.4";"52.9";"192.2";"3919.0";"2020-10-16 15:59:54"
886;"14.5";"43.4";"48.5";"0.4";"0.2";"41.0";"52.9";"193.6";"3929.0";"2020-10-16 15:59:59"
887;"2.4";"43.5";"48.5";"0.4";"0.2";"35.8";"53.0";"196.0";"3904.0";"2020-10-16 16:00:04"
888;"2.7";"43.5";"48.5";"0.8";"0.4";"35.2";"53.0";"196.0";"3909.0";"2020-10-16 16:00:09"
889;"2.5";"43.6";"48.5";"0.8";"0.6";"35.4";"53.1";"196.0";"3909.0";"2020-10-16 16:00:14"
890;"3.7";"43.5";"48.5";"6.0";"0.6";"35.4";"53.0";"196.0";"3904.0";"2020-10-16 16:00:19"
891;"4.1";"43.5";"48.5";"4.2";"0.4";"38.4";"52.9";"194.8";"3924.0";"2020-10-16 16:00:24"
892;"3.2";"43.5";"48.5";"3.0";"0.4";"36.2";"52.9";"193.2";"3914.0";"2020-10-16 16:00:29"
893;"2.6";"43.5";"48.5";"1.0";"0.0";"35.4";"52.9";"193.0";"3904.0";"2020-10-16 16:00:35"
894;"3.6";"43.5";"48.5";"0.6";"0.0";"36.6";"52.9";"193.0";"3904.0";"2020-10-16 16:00:40"
895;"2.6";"43.5";"48.5";"1.0";"0.2";"35.6";"52.9";"193.0";"3914.0";"2020-10-16 16:00:45"
896;"2.8";"43.5";"48.5";"0.8";"0.2";"35.6";"52.9";"193.0";"3914.0";"2020-10-16 16:00:50"
897;"2.3";"43.4";"48.5";"0.6";"0.0";"35.6";"52.9";"191.8";"3909.0";"2020-10-16 16:00:55"
898;"15.5";"43.5";"48.5";"0.8";"0.4";"41.4";"53.0";"195.0";"3904.0";"2020-10-16 16:01:00"
899;"3.4";"43.5";"48.5";"1.0";"0.2";"35.8";"53.0";"196.0";"3909.0";"2020-10-16 16:01:05"
900;"3.2";"43.5";"48.5";"0.6";"0.0";"37.6";"53.0";"196.0";"3934.0";"2020-10-16 16:01:10"
901;"2.4";"43.5";"48.5";"1.2";"0.4";"37.0";"53.0";"196.0";"3914.0";"2020-10-16 16:01:15"
902;"3.0";"43.5";"48.5";"1.4";"0.2";"35.6";"53.0";"196.8";"3914.0";"2020-10-16 16:01:21"
903;"3.5";"43.5";"48.5";"1.0";"0.2";"35.6";"52.9";"195.4";"3909.0";"2020-10-16 16:01:26"
904;"2.8";"43.5";"48.5";"0.4";"0.0";"35.6";"52.9";"194.0";"3909.0";"2020-10-16 16:01:31"
905;"2.6";"43.5";"48.5";"0.6";"0.0";"35.2";"52.9";"194.0";"3919.0";"2020-10-16 16:01:36"
906;"4.0";"43.5";"48.5";"1.0";"0.0";"36.0";"52.9";"193.2";"3919.0";"2020-10-16 16:01:41"
907;"2.7";"43.6";"48.5";"0.6";"0.2";"34.8";"53.0";"193.0";"3919.0";"2020-10-16 16:01:46"
908;"2.9";"43.5";"48.5";"1.2";"0.2";"35.4";"52.9";"193.0";"3909.0";"2020-10-16 16:01:51"
909;"5.8";"43.4";"48.5";"0.6";"0.2";"35.2";"52.9";"191.8";"3914.0";"2020-10-16 16:01:56"
910;"12.4";"43.5";"48.5";"0.8";"0.4";"41.0";"53.0";"195.8";"3904.0";"2020-10-16 16:02:02"
911;"4.8";"43.6";"48.5";"1.0";"0.4";"37.2";"53.0";"196.0";"3919.0";"2020-10-16 16:02:07"
912;"2.1";"43.6";"48.5";"0.8";"0.2";"37.4";"53.0";"196.0";"3909.0";"2020-10-16 16:02:12"
913;"3.1";"43.6";"48.5";"1.0";"0.0";"35.6";"53.0";"196.0";"3904.0";"2020-10-16 16:02:17"
914;"3.5";"43.6";"48.5";"0.8";"0.4";"35.8";"53.0";"195.6";"3914.0";"2020-10-16 16:02:22"
915;"3.7";"43.5";"48.5";"1.0";"0.0";"36.2";"52.9";"193.8";"3914.0";"2020-10-16 16:02:27"
916;"3.9";"43.5";"48.5";"1.2";"0.6";"35.4";"52.9";"193.0";"3909.0";"2020-10-16 16:02:32"
917;"3.3";"43.5";"48.5";"1.0";"0.0";"35.4";"52.9";"193.0";"3909.0";"2020-10-16 16:02:37"
918;"1.9";"43.5";"48.5";"1.0";"0.0";"35.4";"52.9";"193.0";"3919.0";"2020-10-16 16:02:42"
919;"2.6";"43.5";"48.5";"1.0";"0.0";"36.0";"52.9";"193.0";"3914.0";"2020-10-16 16:02:48"
920;"3.1";"43.5";"48.5";"0.6";"0.2";"36.4";"53.0";"192.6";"3919.0";"2020-10-16 16:02:53"
921;"12.2";"43.4";"48.5";"0.6";"0.2";"40.6";"52.9";"192.6";"3904.0";"2020-10-16 16:02:58"
922;"7.6";"43.6";"48.5";"1.0";"0.2";"39.0";"53.0";"196.0";"3914.0";"2020-10-16 16:03:03"
923;"2.7";"43.6";"48.5";"0.6";"0.2";"35.6";"53.0";"196.0";"3914.0";"2020-10-16 16:03:08"
924;"3.4";"43.6";"48.5";"1.0";"0.2";"36.0";"53.0";"196.0";"3909.0";"2020-10-16 16:03:13"
925;"3.1";"43.6";"48.5";"6.8";"1.6";"36.4";"53.0";"196.0";"3919.0";"2020-10-16 16:03:18"
926;"4.0";"43.6";"48.5";"1.4";"0.2";"35.6";"53.0";"195.2";"3919.0";"2020-10-16 16:03:23"
927;"3.7";"43.6";"48.5";"1.0";"0.2";"35.4";"52.9";"193.4";"3914.0";"2020-10-16 16:03:29"
928;"2.9";"43.6";"48.5";"1.4";"0.4";"35.2";"53.0";"193.0";"3909.0";"2020-10-16 16:03:34"
929;"2.7";"43.5";"48.5";"0.6";"0.2";"36.8";"52.9";"193.0";"3909.0";"2020-10-16 16:03:39"
930;"2.4";"43.5";"48.5";"0.8";"0.2";"35.0";"52.9";"193.0";"3909.0";"2020-10-16 16:03:44"
931;"2.9";"43.5";"48.5";"1.0";"0.4";"35.0";"52.9";"193.0";"3909.0";"2020-10-16 16:03:49"
932;"3.2";"43.5";"48.5";"1.2";"0.2";"36.2";"52.9";"191.8";"3919.0";"2020-10-16 16:03:54"
933;"15.8";"43.6";"48.5";"1.2";"0.2";"43.2";"53.0";"193.8";"3914.0";"2020-10-16 16:03:59"
934;"5.5";"43.7";"48.5";"3.6";"1.6";"35.8";"53.1";"196.0";"3919.0";"2020-10-16 16:04:04"
935;"3.3";"43.6";"48.5";"1.0";"0.2";"35.2";"52.9";"195.4";"3919.0";"2020-10-16 16:04:10"
936;"3.5";"43.6";"48.5";"0.6";"0.2";"35.0";"52.9";"195.0";"3919.0";"2020-10-16 16:04:15"
937;"4.0";"43.6";"48.5";"1.0";"0.6";"35.2";"52.9";"195.0";"3914.0";"2020-10-16 16:04:20"
938;"4.6";"43.6";"48.5";"1.6";"0.8";"35.2";"52.9";"193.8";"3919.0";"2020-10-16 16:04:25"
939;"3.7";"43.5";"48.5";"1.2";"0.0";"34.8";"52.9";"192.2";"3909.0";"2020-10-16 16:04:30"
