"id";"cpu_percent";"ram_percent";"disk_percent";"download";"upload";"temp_celsius";"swap_percent";"tasks";"clock";"dataHora"
1542;"4.2";"43.8";"48.5";"1.6";"0.2";"35.2";"53.1";"192.8";"3914.0";"2020-10-16 16:55:54"
1543;"14.6";"43.9";"48.5";"1.2";"0.0";"42.8";"53.2";"195.6";"3909.0";"2020-10-16 16:56:00"
1544;"1.7";"44.0";"48.5";"0.8";"0.2";"36.6";"53.3";"197.0";"3909.0";"2020-10-16 16:56:05"
1545;"3.1";"43.9";"48.5";"1.2";"0.4";"35.0";"53.2";"195.4";"3904.0";"2020-10-16 16:56:10"
1546;"3.8";"43.9";"48.5";"0.4";"0.2";"35.2";"53.2";"195.0";"3904.0";"2020-10-16 16:56:15"
1547;"4.6";"43.9";"48.5";"2.8";"0.6";"35.0";"53.2";"195.0";"3914.0";"2020-10-16 16:56:20"
1548;"5.0";"43.9";"48.5";"0.8";"0.0";"35.2";"53.2";"193.4";"3914.0";"2020-10-16 16:56:25"
1549;"2.8";"43.9";"48.5";"1.0";"0.2";"35.4";"53.2";"192.2";"3914.0";"2020-10-16 16:56:30"
1550;"2.1";"43.9";"48.5";"1.2";"0.2";"35.0";"53.2";"192.0";"3924.0";"2020-10-16 16:56:35"
1551;"3.5";"43.9";"48.5";"1.2";"0.0";"35.2";"53.2";"192.0";"3914.0";"2020-10-16 16:56:41"
1552;"3.4";"43.9";"48.5";"1.2";"0.4";"35.2";"53.2";"192.0";"3949.0";"2020-10-16 16:56:46"
1553;"3.7";"43.9";"48.5";"0.8";"0.0";"35.2";"53.2";"192.0";"3909.0";"2020-10-16 16:56:51"
1554;"5.6";"43.9";"48.5";"1.0";"0.0";"37.0";"53.2";"190.8";"3914.0";"2020-10-16 16:56:56"
1555;"11.7";"43.9";"48.5";"0.6";"0.2";"41.4";"53.3";"194.8";"3914.0";"2020-10-16 16:57:01"
1556;"3.5";"43.9";"48.5";"1.4";"0.2";"35.2";"53.3";"195.0";"3914.0";"2020-10-16 16:57:06"
1557;"3.2";"43.9";"48.5";"1.2";"0.2";"35.4";"53.3";"195.0";"3914.0";"2020-10-16 16:57:11"
1558;"3.2";"44.0";"48.5";"1.2";"0.6";"35.4";"53.3";"195.0";"3904.0";"2020-10-16 16:57:16"
1559;"4.0";"43.9";"48.5";"1.0";"0.2";"35.2";"53.2";"195.0";"3909.0";"2020-10-16 16:57:21"
1560;"8.3";"43.9";"48.5";"8.4";"2.8";"37.6";"53.2";"192.6";"3914.0";"2020-10-16 16:57:27"
1561;"3.6";"44.0";"48.5";"0.8";"0.4";"35.2";"53.2";"192.0";"3914.0";"2020-10-16 16:57:32"
1562;"2.9";"43.9";"48.5";"0.8";"0.2";"36.2";"53.1";"192.0";"3904.0";"2020-10-16 16:57:37"
1563;"3.4";"43.9";"48.5";"0.8";"0.0";"35.0";"53.1";"192.0";"3904.0";"2020-10-16 16:57:42"
1564;"3.4";"44.0";"48.5";"1.2";"0.4";"35.0";"53.1";"192.0";"3909.0";"2020-10-16 16:57:47"
1565;"3.0";"43.9";"48.5";"1.2";"0.0";"34.8";"53.1";"191.6";"3909.0";"2020-10-16 16:57:52"
1566;"10.4";"43.8";"48.5";"0.6";"1.8";"40.8";"53.0";"191.6";"3914.0";"2020-10-16 16:57:57"
1567;"7.4";"44.0";"48.5";"1.4";"1.2";"36.2";"53.2";"195.0";"3914.0";"2020-10-16 16:58:02"
1568;"2.3";"44.0";"48.5";"1.0";"0.0";"37.0";"53.1";"195.0";"3904.0";"2020-10-16 16:58:07"
1569;"2.0";"44.0";"48.5";"0.6";"0.0";"35.2";"53.1";"195.0";"3914.0";"2020-10-16 16:58:13"
1570;"2.9";"44.0";"48.5";"0.4";"0.0";"34.6";"53.1";"195.0";"3904.0";"2020-10-16 16:58:18"
1571;"3.3";"44.0";"48.5";"0.4";"0.0";"34.6";"53.1";"194.2";"3914.0";"2020-10-16 16:58:23"
1572;"3.6";"43.9";"48.5";"0.8";"0.2";"34.8";"53.1";"192.4";"3904.0";"2020-10-16 16:58:28"
1573;"2.6";"43.9";"48.5";"1.0";"0.2";"34.8";"53.0";"192.0";"3909.0";"2020-10-16 16:58:33"
1574;"3.8";"43.9";"48.5";"1.2";"0.0";"35.0";"53.0";"192.0";"3909.0";"2020-10-16 16:58:38"
1575;"2.2";"43.9";"48.5";"0.6";"0.0";"34.6";"53.0";"192.0";"3949.0";"2020-10-16 16:58:43"
1576;"4.2";"43.9";"48.5";"1.4";"0.6";"34.8";"53.0";"192.0";"3924.0";"2020-10-16 16:58:48"
1577;"2.2";"43.9";"48.5";"0.6";"0.0";"34.8";"53.0";"191.2";"3924.0";"2020-10-16 16:58:53"
1578;"14.1";"43.9";"48.5";"1.4";"0.6";"40.8";"53.1";"193.2";"3909.0";"2020-10-16 16:58:59"
1579;"2.7";"43.9";"48.5";"1.0";"0.2";"35.2";"53.1";"195.0";"3904.0";"2020-10-16 16:59:04"
1580;"3.2";"44.0";"48.5";"1.2";"0.4";"35.4";"53.2";"195.0";"3909.0";"2020-10-16 16:59:09"
1581;"3.3";"43.9";"48.5";"0.6";"0.0";"37.2";"53.1";"195.0";"3924.0";"2020-10-16 16:59:14"
1582;"5.8";"43.9";"48.5";"2.6";"1.0";"35.2";"53.1";"195.0";"3919.0";"2020-10-16 16:59:19"
1583;"3.2";"43.9";"48.5";"1.4";"0.8";"35.2";"53.1";"193.8";"3909.0";"2020-10-16 16:59:24"
1584;"3.1";"43.9";"48.5";"0.4";"0.2";"35.0";"53.0";"192.2";"3909.0";"2020-10-16 16:59:29"
1585;"3.7";"44.0";"48.5";"1.0";"0.4";"35.2";"53.1";"192.0";"3909.0";"2020-10-16 16:59:34"
1586;"3.6";"43.9";"48.5";"1.0";"0.0";"35.0";"53.0";"192.0";"3924.0";"2020-10-16 16:59:40"
1587;"3.7";"43.9";"48.5";"0.4";"0.0";"34.6";"53.0";"192.0";"3914.0";"2020-10-16 16:59:45"
1588;"3.8";"43.9";"48.5";"0.4";"0.0";"35.2";"53.0";"192.0";"3929.0";"2020-10-16 16:59:50"
1589;"2.5";"43.8";"48.5";"0.6";"0.2";"35.0";"53.0";"190.4";"3919.0";"2020-10-16 16:59:55"
1590;"19.4";"44.0";"48.5";"1.2";"0.4";"40.2";"53.2";"194.4";"3904.0";"2020-10-16 17:00:00"
1591;"3.4";"43.7";"48.5";"1.0";"0.4";"35.0";"53.2";"195.0";"3914.0";"2020-10-16 17:00:05"
1592;"18.0";"43.9";"48.5";"3.8";"1.4";"38.4";"53.3";"195.8";"3919.0";"2020-10-16 17:00:10"
1593;"33.9";"44.6";"48.5";"17.8";"7.2";"41.8";"54.1";"200.6";"3904.0";"2020-10-16 17:00:15"
1594;"39.8";"46.8";"48.5";"77.6";"12.6";"43.6";"56.6";"211.2";"3914.0";"2020-10-16 17:00:21"
1595;"28.9";"47.1";"48.5";"19.2";"9.2";"38.8";"56.9";"209.8";"3924.0";"2020-10-16 17:00:26"
1596;"18.7";"47.0";"48.5";"2.0";"1.8";"40.0";"56.7";"209.0";"3909.0";"2020-10-16 17:00:31"
1597;"24.6";"47.0";"48.5";"4.8";"3.0";"39.6";"56.6";"208.0";"3919.0";"2020-10-16 17:00:36"
1598;"39.2";"47.2";"48.5";"41.4";"1.4";"45.8";"56.9";"207.6";"3914.0";"2020-10-16 17:00:41"
1599;"15.1";"47.1";"48.5";"1.0";"0.2";"40.4";"56.8";"207.0";"3904.0";"2020-10-16 17:00:46"
1600;"13.2";"47.1";"48.5";"0.8";"0.0";"40.2";"56.6";"205.8";"3909.0";"2020-10-16 17:00:52"
1601;"18.6";"47.0";"48.5";"1.0";"0.0";"40.8";"56.6";"205.4";"3914.0";"2020-10-16 17:00:57"
1602;"22.0";"47.0";"48.5";"4.6";"0.6";"46.6";"56.6";"208.8";"3904.0";"2020-10-16 17:01:02"
1603;"16.2";"47.1";"48.5";"0.8";"0.2";"41.6";"56.7";"209.0";"3904.0";"2020-10-16 17:01:07"
1604;"36.2";"47.5";"48.5";"188.0";"7.6";"44.8";"57.1";"210.4";"3909.0";"2020-10-16 17:01:12"
1605;"21.3";"47.9";"48.5";"294.4";"22.6";"45.2";"57.7";"211.8";"3904.0";"2020-10-16 17:01:17"
1606;"37.1";"48.0";"48.5";"138.6";"9.0";"50.4";"57.9";"213.0";"3909.0";"2020-10-16 17:01:22"
1607;"31.8";"48.2";"48.5";"13.8";"7.0";"47.4";"58.0";"210.4";"3748.8";"2020-10-16 17:01:28"
1608;"24.5";"45.8";"48.5";"58.8";"6.0";"45.0";"55.3";"201.0";"3904.0";"2020-10-16 17:01:33"
1609;"13.3";"44.1";"48.5";"2.2";"0.8";"41.4";"53.5";"195.0";"3904.0";"2020-10-16 17:01:38"
1610;"7.7";"44.1";"48.5";"0.6";"0.0";"42.4";"53.4";"195.0";"3924.0";"2020-10-16 17:01:43"
1611;"4.4";"44.1";"48.5";"1.2";"0.4";"40.2";"53.4";"195.0";"3904.0";"2020-10-16 17:01:48"
1612;"2.8";"44.0";"48.5";"0.6";"0.0";"39.4";"53.4";"194.2";"3904.0";"2020-10-16 17:01:53"
1613;"16.8";"44.0";"48.5";"0.8";"0.2";"44.8";"53.3";"195.6";"3914.0";"2020-10-16 17:01:58"
1614;"4.9";"44.0";"48.5";"0.6";"0.2";"41.4";"53.3";"198.0";"3914.0";"2020-10-16 17:02:03"
1615;"4.9";"44.0";"48.5";"2.0";"0.0";"39.2";"53.3";"198.0";"3909.0";"2020-10-16 17:02:09"
1616;"3.4";"44.0";"48.5";"0.8";"0.0";"38.2";"53.3";"198.0";"3919.0";"2020-10-16 17:02:14"
1617;"6.8";"44.1";"48.5";"0.8";"0.2";"38.6";"53.3";"198.0";"3929.0";"2020-10-16 17:02:19"
1618;"4.9";"44.0";"48.5";"0.8";"0.0";"41.0";"53.2";"196.8";"3909.0";"2020-10-16 17:02:24"
1619;"2.9";"44.0";"48.5";"0.6";"0.0";"37.6";"53.2";"195.2";"3914.0";"2020-10-16 17:02:29"
1620;"6.1";"43.9";"48.5";"0.8";"0.2";"38.8";"53.2";"195.0";"3914.0";"2020-10-16 17:02:34"
1621;"4.8";"44.0";"48.5";"0.8";"0.2";"38.4";"53.3";"195.0";"3914.0";"2020-10-16 17:02:39"
1622;"5.9";"43.9";"48.5";"0.4";"0.0";"36.8";"53.2";"195.0";"3924.0";"2020-10-16 17:02:44"
1623;"4.5";"43.9";"48.5";"0.4";"0.0";"37.0";"53.2";"195.0";"3914.0";"2020-10-16 17:02:49"
1624;"3.0";"43.9";"48.5";"0.4";"0.0";"37.2";"53.2";"193.4";"3909.0";"2020-10-16 17:02:55"
1625;"16.3";"43.9";"48.5";"0.6";"0.0";"44.8";"53.2";"198.2";"3909.0";"2020-10-16 17:03:00"
1626;"5.9";"43.9";"48.5";"0.6";"0.0";"37.2";"53.2";"199.0";"3919.0";"2020-10-16 17:03:05"
1627;"19.1";"43.9";"48.5";"2.6";"1.2";"42.0";"53.2";"199.0";"3904.0";"2020-10-16 17:03:10"
1628;"7.8";"44.0";"48.5";"0.8";"0.0";"39.6";"53.2";"199.0";"3929.0";"2020-10-16 17:03:15"
1629;"7.5";"43.9";"48.5";"0.4";"0.0";"37.4";"53.2";"199.0";"3919.0";"2020-10-16 17:03:20"
1630;"7.9";"44.0";"48.5";"1.0";"0.2";"38.4";"53.2";"197.4";"3914.0";"2020-10-16 17:03:25"
1631;"6.5";"43.9";"48.5";"0.2";"0.0";"37.6";"53.2";"195.4";"3909.0";"2020-10-16 17:03:30"
1632;"8.4";"43.9";"48.5";"0.6";"0.2";"40.0";"53.1";"195.0";"3909.0";"2020-10-16 17:03:36"
1633;"6.3";"43.9";"48.5";"0.6";"0.0";"38.8";"53.1";"195.0";"3904.0";"2020-10-16 17:03:41"
1634;"3.9";"43.9";"48.5";"0.2";"0.0";"37.8";"53.1";"195.0";"3914.0";"2020-10-16 17:03:46"
1635;"4.8";"43.9";"48.5";"0.6";"0.0";"37.4";"53.2";"195.0";"3919.0";"2020-10-16 17:03:51"
1636;"6.4";"43.8";"48.5";"0.8";"0.0";"38.8";"53.0";"193.8";"3914.0";"2020-10-16 17:03:56"
1637;"19.8";"43.9";"48.5";"0.4";"0.0";"43.4";"53.2";"197.8";"3914.0";"2020-10-16 17:04:01"
1638;"11.4";"44.0";"48.5";"3.2";"1.0";"40.8";"53.3";"198.0";"3924.0";"2020-10-16 17:04:06"
1639;"5.2";"43.9";"48.5";"0.6";"0.0";"39.0";"53.1";"197.2";"3909.0";"2020-10-16 17:04:11"
1640;"12.2";"43.9";"48.5";"0.4";"0.2";"40.4";"53.1";"197.0";"3904.0";"2020-10-16 17:04:17"
1641;"9.7";"43.9";"48.5";"0.2";"0.0";"39.0";"53.1";"196.6";"3904.0";"2020-10-16 17:04:22"
1642;"9.8";"43.9";"48.5";"0.8";"0.2";"38.0";"53.1";"194.6";"3909.0";"2020-10-16 17:04:27"
1643;"22.6";"43.8";"48.5";"0.6";"0.2";"40.0";"53.1";"194.0";"3904.0";"2020-10-16 17:04:32"
1644;"16.8";"43.8";"48.5";"0.8";"0.0";"43.0";"53.0";"194.0";"3914.0";"2020-10-16 17:04:37"
1645;"11.4";"43.8";"48.5";"0.8";"0.4";"38.2";"53.0";"194.0";"3904.0";"2020-10-16 17:04:42"
1646;"19.1";"43.8";"48.5";"1.0";"0.0";"41.0";"53.1";"194.0";"3914.0";"2020-10-16 17:04:47"
1647;"51.5";"45.3";"48.5";"14.8";"11.4";"49.2";"54.6";"200.0";"3904.0";"2020-10-16 17:04:52"
1648;"75.8";"47.4";"48.5";"19.6";"7.8";"54.8";"56.8";"210.8";"3904.0";"2020-10-16 17:04:58"
1649;"23.1";"47.6";"48.5";"0.8";"0.8";"45.0";"57.1";"214.0";"3914.0";"2020-10-16 17:05:03"
1650;"39.2";"47.5";"48.5";"1.2";"0.2";"49.4";"56.9";"215.4";"3909.0";"2020-10-16 17:05:09"
1651;"30.3";"47.1";"48.5";"1.8";"0.8";"48.6";"56.5";"214.8";"3904.0";"2020-10-16 17:05:14"
1652;"26.8";"47.1";"48.5";"0.4";"0.0";"45.4";"56.5";"214.0";"3914.0";"2020-10-16 17:05:19"
1653;"18.8";"47.1";"48.5";"1.0";"0.2";"46.6";"56.5";"213.2";"3904.0";"2020-10-16 17:05:24"
1654;"21.4";"47.1";"48.5";"2.2";"1.2";"44.6";"56.5";"212.0";"3909.0";"2020-10-16 17:05:29"
1655;"20.5";"47.2";"48.5";"0.6";"0.2";"43.2";"56.6";"212.0";"3904.0";"2020-10-16 17:05:34"
1656;"4.8";"47.4";"48.5";"0.2";"0.6";"42.4";"56.8";"216.0";"3914.0";"2020-10-16 17:05:39"
1657;"4.9";"47.4";"48.5";"1.8";"0.6";"40.6";"56.8";"215.2";"3924.0";"2020-10-16 17:05:44"
1658;"3.1";"47.4";"48.5";"1.0";"0.8";"40.8";"56.8";"215.0";"3919.0";"2020-10-16 17:05:50"
1659;"6.6";"47.3";"48.5";"2.2";"0.4";"40.4";"56.7";"213.8";"3909.0";"2020-10-16 17:05:55"
1660;"23.5";"47.4";"48.5";"1.8";"0.6";"46.8";"57.0";"217.2";"3904.0";"2020-10-16 17:06:00"
1661;"15.2";"47.4";"48.5";"2.6";"1.2";"43.0";"57.0";"218.0";"3904.0";"2020-10-16 17:06:05"
1662;"17.5";"47.4";"48.5";"1.0";"0.2";"42.8";"57.0";"218.0";"3919.0";"2020-10-16 17:06:10"
1663;"20.4";"47.4";"48.5";"1.8";"0.8";"42.4";"57.0";"218.0";"3924.0";"2020-10-16 17:06:15"
1664;"10.9";"47.5";"48.5";"1.4";"0.6";"42.0";"57.0";"218.0";"3914.0";"2020-10-16 17:06:20"
1665;"7.2";"47.4";"48.5";"0.8";"0.0";"40.2";"56.9";"216.4";"3909.0";"2020-10-16 17:06:25"
1666;"15.9";"47.4";"48.5";"2.0";"0.4";"43.2";"57.0";"215.0";"3909.0";"2020-10-16 17:06:31"
1667;"16.0";"47.4";"48.5";"1.8";"0.8";"41.8";"57.0";"215.0";"3919.0";"2020-10-16 17:06:36"
1668;"31.1";"47.4";"48.5";"0.6";"0.0";"45.6";"56.9";"215.4";"3914.0";"2020-10-16 17:06:41"
1669;"24.5";"47.3";"48.5";"1.0";"0.2";"42.6";"56.8";"215.0";"3909.0";"2020-10-16 17:06:46"
1670;"19.1";"47.3";"48.5";"1.4";"0.6";"43.6";"56.8";"215.0";"3909.0";"2020-10-16 17:06:51"
1671;"29.0";"47.3";"48.5";"2.4";"0.8";"45.4";"56.8";"213.8";"3904.0";"2020-10-16 17:06:56"
1672;"31.2";"47.3";"48.5";"0.4";"0.4";"48.4";"56.9";"217.6";"3924.0";"2020-10-16 17:07:01"
1673;"16.7";"47.3";"48.5";"1.8";"0.6";"41.6";"56.9";"218.0";"3758.8";"2020-10-16 17:07:06"
1674;"26.7";"47.5";"48.5";"0.2";"0.0";"46.6";"57.0";"219.0";"3904.0";"2020-10-16 17:07:12"
1675;"23.8";"47.6";"48.5";"1.8";"0.6";"45.2";"57.2";"218.0";"3753.8";"2020-10-16 17:07:17"
1676;"16.0";"47.8";"48.5";"0.6";"0.0";"44.4";"57.3";"218.8";"3914.0";"2020-10-16 17:07:22"
1677;"17.8";"47.8";"80.9";"2.0";"0.6";"44.8";"57.1";"219.0";"3914.0";"2020-10-16 17:09:03"
1678;"5.1";"47.7";"80.9";"0.6";"0.0";"39.8";"57.1";"219.0";"3924.0";"2020-10-16 17:09:08"
1679;"12.3";"47.5";"80.9";"0.6";"0.0";"41.8";"57.0";"211.8";"3924.0";"2020-10-16 17:09:56"
1680;"19.9";"47.5";"80.9";"1.4";"0.6";"43.8";"56.8";"212.2";"3919.0";"2020-10-16 17:10:02"
1681;"17.7";"47.4";"80.9";"0.6";"0.4";"41.2";"56.6";"211.0";"3919.0";"2020-10-16 17:10:07"
1682;"18.4";"47.4";"80.9";"1.4";"0.6";"40.8";"56.7";"211.0";"3914.0";"2020-10-16 17:10:12"
1683;"18.0";"47.4";"80.9";"0.2";"0.2";"41.6";"56.7";"211.0";"3904.0";"2020-10-16 17:10:17"
1684;"14.0";"47.4";"80.9";"1.0";"0.2";"42.2";"56.6";"210.6";"3909.0";"2020-10-16 17:10:22"
1685;"31.7";"47.3";"80.9";"6.2";"1.4";"46.2";"56.6";"208.6";"3909.0";"2020-10-16 17:10:27"
1686;"32.2";"47.8";"80.9";"16.4";"2.2";"47.4";"56.9";"208.0";"3914.0";"2020-10-16 17:10:32"
1687;"4.1";"47.7";"80.9";"0.6";"0.4";"40.4";"56.6";"208.0";"3914.0";"2020-10-16 17:10:38"
1688;"3.5";"47.7";"80.9";"1.0";"0.2";"40.0";"56.6";"208.0";"3904.0";"2020-10-16 17:10:43"
1689;"3.6";"47.6";"80.9";"0.8";"0.2";"39.0";"56.6";"208.0";"3914.0";"2020-10-16 17:10:48"
1690;"16.4";"47.6";"80.9";"0.8";"0.2";"44.0";"56.8";"207.2";"3909.0";"2020-10-16 17:10:53"
1691;"17.9";"47.7";"80.9";"0.8";"0.0";"43.8";"56.9";"208.4";"3904.0";"2020-10-16 17:10:58"
1692;"5.4";"47.7";"80.9";"2.8";"0.0";"41.0";"56.9";"211.0";"3914.0";"2020-10-16 17:11:03"
1693;"3.9";"47.7";"80.9";"0.6";"0.2";"40.8";"56.9";"211.0";"3904.0";"2020-10-16 17:11:08"
1694;"2.1";"47.7";"80.9";"0.4";"0.0";"39.4";"56.9";"211.0";"3909.0";"2020-10-16 17:11:13"
1695;"2.8";"47.7";"80.9";"1.0";"0.2";"38.8";"56.9";"211.0";"3924.0";"2020-10-16 17:11:18"
1696;"12.4";"47.7";"80.9";"0.6";"0.2";"40.4";"56.9";"210.2";"3904.0";"2020-10-16 17:11:24"
1697;"14.8";"47.7";"80.9";"0.8";"0.0";"40.4";"56.8";"208.4";"3904.0";"2020-10-16 17:11:29"
1698;"15.6";"47.7";"80.9";"1.8";"0.2";"40.2";"56.8";"207.0";"3909.0";"2020-10-16 17:11:34"
1699;"11.2";"47.6";"80.9";"3.8";"2.4";"40.4";"56.7";"207.0";"3904.0";"2020-10-16 17:11:39"
1700;"14.7";"48.0";"80.9";"1.8";"0.4";"18.4";"54.8";"209.4";"1561.6";"2020-10-16 17:21:37"
1701;"8.9";"48.3";"80.9";"1.4";"0.2";"41.2";"54.8";"209.6";"3909.0";"2020-10-16 17:21:53"
1702;"13.3";"48.3";"80.9";"1.0";"0.4";"46.2";"54.8";"210.0";"3909.0";"2020-10-16 17:21:58"
1703;"12.5";"48.3";"80.9";"1.8";"0.8";"40.2";"54.9";"213.0";"3904.0";"2020-10-16 17:22:03"
1704;"15.3";"48.3";"80.9";"0.8";"0.2";"40.4";"54.8";"210.0";"3904.0";"2020-10-16 17:22:33"
1705;"13.1";"48.3";"80.9";"0.4";"0.0";"40.2";"54.7";"210.0";"3904.0";"2020-10-16 17:22:38"
1706;"20.0";"48.4";"80.9";"4.4";"2.4";"42.0";"55.0";"210.0";"3909.0";"2020-10-16 17:22:43"
1707;"16.5";"48.5";"80.9";"0.8";"0.6";"42.8";"55.0";"210.4";"3909.0";"2020-10-16 17:22:48"
1708;"28.0";"48.9";"80.9";"257.8";"6.4";"42.8";"55.8";"212.2";"3904.0";"2020-10-16 17:22:53"
1709;"42.1";"48.9";"80.9";"54.0";"2.0";"46.6";"55.8";"213.4";"3914.0";"2020-10-16 17:22:59"
1710;"33.6";"49.2";"80.9";"1387.2";"16.4";"47.4";"56.6";"216.0";"3904.0";"2020-10-16 17:23:04"
1711;"27.4";"49.2";"80.9";"13.4";"2.6";"46.2";"56.6";"216.4";"3904.0";"2020-10-16 17:23:09"
1712;"19.9";"49.2";"80.9";"0.8";"2.6";"45.4";"56.7";"216.0";"3904.0";"2020-10-16 17:23:14"
1713;"30.6";"49.2";"80.9";"0.6";"0.2";"45.6";"56.9";"216.0";"3909.0";"2020-10-16 17:23:19"
1714;"23.9";"49.1";"80.9";"119.8";"1.4";"45.0";"57.0";"215.2";"3914.0";"2020-10-16 17:23:24"
1715;"17.2";"49.0";"80.9";"414.4";"3.4";"43.6";"57.0";"212.8";"3904.0";"2020-10-16 17:23:29"
1716;"11.7";"49.0";"80.9";"1.0";"0.6";"44.4";"56.8";"211.0";"3909.0";"2020-10-16 17:23:35"
1717;"11.2";"49.0";"80.9";"1.2";"0.2";"43.0";"56.7";"211.0";"3909.0";"2020-10-16 17:23:40"
1718;"12.8";"49.0";"80.9";"122.4";"2.4";"42.8";"56.7";"211.0";"3904.0";"2020-10-16 17:23:45"
1719;"15.2";"49.0";"80.9";"395.2";"4.0";"43.0";"56.8";"211.0";"3904.0";"2020-10-16 17:23:50"
1720;"13.7";"48.9";"80.9";"0.8";"0.0";"44.0";"56.7";"209.8";"3909.0";"2020-10-16 17:23:55"
1721;"29.2";"49.1";"80.9";"2.4";"1.2";"50.2";"56.8";"213.4";"3909.0";"2020-10-16 17:24:00"
1722;"36.6";"49.1";"80.9";"122.2";"1.6";"48.0";"57.0";"214.0";"3904.0";"2020-10-16 17:24:05"
1723;"26.8";"49.1";"80.9";"8.2";"0.2";"45.6";"57.1";"214.0";"3904.0";"2020-10-16 17:24:11"
1724;"35.6";"49.1";"80.9";"1.4";"0.6";"46.2";"57.1";"214.0";"3904.0";"2020-10-16 17:24:16"
1725;"37.7";"49.1";"80.9";"5.0";"2.0";"48.0";"57.2";"214.0";"3904.0";"2020-10-16 17:24:21"
1726;"24.1";"49.2";"80.9";"432.4";"4.2";"46.6";"57.2";"212.2";"3904.0";"2020-10-16 17:24:26"
1727;"6.2";"49.1";"80.9";"1.0";"0.4";"43.4";"57.1";"211.0";"3934.0";"2020-10-16 17:24:31"
1728;"13.4";"49.2";"80.9";"1.0";"0.4";"44.8";"57.3";"212.0";"3904.0";"2020-10-16 17:24:36"
1729;"37.9";"51.1";"80.9";"10.4";"2.4";"50.8";"59.4";"220.8";"3904.0";"2020-10-16 17:24:41"
1730;"38.1";"51.5";"80.9";"4.8";"1.4";"50.8";"59.9";"221.0";"3904.0";"2020-10-16 17:24:47"
1731;"33.0";"51.4";"80.9";"115.4";"1.6";"50.2";"59.4";"220.2";"3909.0";"2020-10-16 17:24:52"
1732;"28.3";"50.9";"80.9";"1.4";"0.8";"48.2";"58.9";"219.4";"3904.0";"2020-10-16 17:24:57"
1733;"38.0";"51.0";"80.9";"3.8";"1.8";"52.2";"59.0";"222.8";"3909.0";"2020-10-16 17:25:02"
1734;"18.6";"51.0";"80.9";"4.0";"1.4";"49.4";"59.1";"223.0";"3904.0";"2020-10-16 17:25:07"
1735;"18.1";"51.0";"80.9";"0.4";"0.0";"47.4";"58.9";"224.6";"3909.0";"2020-10-16 17:25:12"
1736;"20.3";"51.0";"80.9";"0.4";"0.0";"45.6";"59.0";"226.0";"3593.6";"2020-10-16 17:25:17"
1737;"15.6";"51.0";"80.9";"531.4";"5.2";"44.0";"59.0";"224.6";"3904.0";"2020-10-16 17:25:23"
1738;"29.6";"51.0";"80.9";"1.0";"0.0";"47.6";"58.9";"222.6";"3753.8";"2020-10-16 17:25:28"
1739;"12.9";"51.0";"80.9";"0.8";"0.2";"44.6";"58.8";"222.0";"3924.0";"2020-10-16 17:25:33"
1740;"23.2";"50.9";"80.9";"1.2";"0.2";"47.4";"59.0";"222.0";"3909.0";"2020-10-16 17:25:38"
1741;"3.9";"51.0";"80.9";"1.0";"0.2";"42.4";"59.1";"222.0";"3914.0";"2020-10-16 17:25:43"
1742;"73.6";"52.2";"80.9";"80.0";"4.6";"56.0";"60.3";"226.2";"3904.0";"2020-10-16 17:25:48"
1743;"34.5";"52.7";"80.9";"6.6";"3.8";"49.4";"60.3";"225.2";"3904.0";"2020-10-16 17:25:54"
1744;"35.9";"52.4";"80.9";"3.4";"2.2";"53.4";"60.1";"227.8";"3904.0";"2020-10-16 17:25:59"
1745;"26.7";"52.6";"80.9";"8.6";"2.4";"50.4";"60.4";"231.0";"3909.0";"2020-10-16 17:26:04"
1746;"16.6";"52.5";"80.9";"1.0";"0.4";"46.2";"60.4";"231.0";"3909.0";"2020-10-16 17:26:09"
1747;"25.3";"52.5";"80.9";"0.6";"0.0";"46.4";"60.4";"232.0";"3919.0";"2020-10-16 17:26:14"
1748;"18.8";"52.3";"80.9";"2.0";"1.0";"44.0";"60.2";"230.2";"3909.0";"2020-10-16 17:26:19"
1749;"18.1";"52.1";"80.9";"0.6";"0.0";"45.0";"60.0";"228.8";"3909.0";"2020-10-16 17:26:24"
1750;"16.2";"52.1";"80.9";"0.8";"0.4";"43.6";"60.0";"227.2";"3909.0";"2020-10-16 17:26:30"
1751;"17.0";"52.2";"80.9";"0.6";"0.2";"45.8";"60.1";"227.8";"3904.0";"2020-10-16 17:26:35"
1752;"18.1";"52.4";"80.9";"1.6";"1.4";"46.8";"60.3";"227.0";"3909.0";"2020-10-16 17:26:40"
1753;"28.8";"52.3";"80.9";"507.0";"5.2";"46.4";"60.2";"227.0";"3748.8";"2020-10-16 17:26:45"
1754;"17.9";"52.3";"80.9";"1.0";"0.2";"45.0";"60.2";"227.4";"3909.0";"2020-10-16 17:26:50"
1755;"15.5";"52.2";"80.9";"0.2";"0.0";"48.0";"60.1";"225.8";"3909.0";"2020-10-16 17:26:55"
1756;"41.0";"52.3";"80.9";"0.8";"0.6";"52.0";"60.3";"229.4";"3904.0";"2020-10-16 17:27:00"
1757;"24.4";"52.5";"80.9";"2.2";"2.2";"47.0";"60.5";"230.0";"3909.0";"2020-10-16 17:27:05"
1758;"38.1";"52.5";"80.9";"0.8";"0.2";"46.0";"60.3";"230.4";"3904.0";"2020-10-16 17:27:11"
